,Age,Overall,Potential,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
3666,23,72,79,1607,59,76,54,33,59,54,39,37,57,29,39,13,10,8,15,11,75,65,65,68,24,64,41,37,69,64,68,69,54,64,75,89,48,29,53,71,67,52,58,53,63,71,58,67,52,54,54,51,61,CB ,53,63,71,58,67,52,54,54,51,61,54
3667,23,72,79,1917,83,70,83,77,68,66,61,47,70,61,42,14,10,6,13,14,63,67,81,62,65,70,51,60,63,66,64,70,90,79,73,75,68,31,68,70,69,67,67,68,71,70,67,69,67,69,66,68,70,RB ,68,71,70,67,69,67,69,66,68,70,66
3668,23,72,78,1739,84,58,83,75,63,70,73,60,74,62,60,10,9,14,12,8,60,21,74,60,55,21,65,66,67,72,60,21,87,77,20,60,68,40,69,41,48,68,62,69,50,41,62,48,68,71,65,70,54,LM RM ,69,50,41,62,48,68,71,65,70,54,65
3669,33,72,72,1772,53,48,75,74,75,73,73,68,75,58,74,11,13,7,7,15,42,30,68,71,72,25,75,60,71,76,72,21,72,64,23,58,76,70,71,41,52,69,68,71,48,41,68,52,69,70,64,70,53,CF CAM ,71,48,41,68,52,69,70,64,70,53,64
3670,31,72,72,1806,60,62,77,74,72,68,73,75,78,67,56,6,16,6,9,13,60,59,54,67,65,25,57,72,69,73,71,28,75,60,28,67,72,60,72,49,56,71,68,72,54,49,68,56,71,71,69,72,58,RM LM ,72,54,49,68,56,71,71,69,72,58,69
3671,26,72,74,1897,75,59,81,64,73,61,72,72,73,70,73,15,16,13,13,13,56,33,70,71,73,42,70,66,56,73,74,36,77,77,35,70,71,65,71,49,56,70,67,71,55,49,67,56,70,71,69,71,58,CF CM CAM ,71,55,49,67,56,70,71,69,71,58,69
3672,21,72,81,1711,91,45,92,91,76,59,52,69,77,70,38,7,7,13,9,12,58,20,69,43,69,15,66,67,76,60,70,20,93,77,18,31,58,52,70,36,43,72,60,70,48,36,60,43,72,70,69,72,51,RM LW RW ,70,48,36,60,43,72,70,69,72,51,69
3673,25,72,75,1868,65,83,70,51,75,73,68,69,72,71,59,10,15,11,7,10,74,45,74,69,69,28,67,67,65,72,75,42,64,66,53,72,64,66,69,57,60,70,67,69,57,57,67,60,70,69,71,69,59,CAM ST ,69,57,57,67,60,70,69,71,69,59,71
3674,33,72,72,1729,82,31,71,72,71,72,74,63,75,61,64,12,12,11,12,10,44,45,66,66,55,21,45,66,66,72,61,27,81,61,26,73,71,62,70,43,52,69,65,70,52,43,65,52,69,71,65,71,56,LM RM ,70,52,43,65,52,69,71,65,71,56,65
3675,23,72,77,1817,73,80,66,68,68,68,56,55,64,45,50,7,7,13,12,11,55,72,68,70,63,68,57,34,63,74,65,70,76,80,75,72,54,26,62,70,71,60,65,62,70,70,65,71,60,63,57,61,70,CB CDM ,62,70,70,65,71,60,63,57,61,70,57
3676,26,72,73,1680,76,73,80,75,76,67,64,51,80,68,49,10,13,15,14,10,37,29,34,57,57,30,64,69,68,67,64,14,76,61,17,59,68,55,71,39,49,70,63,71,46,39,63,49,70,71,66,72,51,RW RM ,71,46,39,63,49,70,71,66,72,51,66
3677,35,72,72,1206,54,40,40,45,29,44,19,18,17,14,17,73,73,64,71,72,13,23,81,34,11,12,11,14,68,33,44,14,48,30,10,63,32,19,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3678,25,72,72,1833,88,42,81,81,74,73,72,71,71,68,73,8,14,11,14,9,47,43,53,63,51,41,77,71,64,75,61,38,82,63,52,44,70,61,71,49,57,70,67,71,59,49,67,57,70,72,66,72,61,RM ST CAM ,71,59,49,67,57,70,72,66,72,61,66
3679,28,72,72,1883,64,72,68,57,70,64,72,62,72,48,50,8,13,14,15,8,70,75,80,63,58,75,40,68,66,75,59,70,63,71,76,78,57,46,66,74,72,65,68,66,71,74,68,72,65,67,64,66,71,CB RB ,66,71,74,68,72,65,67,64,66,71,64
3680,34,72,72,1833,59,70,53,60,63,62,64,45,44,55,63,10,15,13,8,6,77,70,88,63,68,68,67,53,69,46,84,71,65,54,72,81,57,52,56,71,64,58,58,56,66,71,58,64,58,56,63,57,63,CM CB ,56,66,71,58,64,58,56,63,57,63,63
3681,33,72,72,1869,69,81,64,74,64,72,59,66,59,43,53,6,7,6,11,16,62,73,75,62,59,76,49,52,75,76,70,71,69,74,74,80,51,43,62,73,72,61,65,62,71,73,65,72,61,63,61,61,70,RB CB LB ,62,71,73,65,72,61,63,61,61,70,61
3682,31,72,72,1929,65,47,78,67,73,70,72,69,75,69,68,8,7,13,11,15,52,59,50,68,70,56,71,69,68,69,72,59,66,87,63,72,73,68,71,60,66,70,71,71,66,60,71,66,70,71,68,71,68,RM ,71,66,60,71,66,70,71,68,71,68,68
3683,27,72,74,1817,50,69,49,46,64,76,75,77,57,22,75,8,12,6,10,10,74,73,35,77,71,71,70,27,71,67,82,70,52,66,73,83,57,68,56,71,70,54,64,56,68,71,64,70,54,58,55,55,68,CB ,56,68,71,64,70,54,58,55,55,68,55
3684,30,72,72,1944,74,81,74,66,73,78,59,67,70,71,38,12,11,8,9,16,75,53,85,62,64,43,70,74,78,71,74,49,71,81,53,76,70,66,71,62,64,72,69,71,62,62,69,64,72,71,73,71,63,LM CF CAM ,71,62,62,69,64,72,71,73,71,63,73
3685,25,72,72,1825,67,69,74,70,75,81,73,64,71,44,73,8,10,7,10,11,42,48,69,51,76,49,69,75,73,74,77,37,66,46,41,53,77,76,71,52,57,70,66,71,56,52,66,57,70,68,64,70,59,CAM ,71,56,52,66,57,70,68,64,70,59,64
3686,26,72,75,1595,66,56,59,51,69,62,50,29,63,73,52,12,14,8,14,10,82,12,67,41,56,12,56,72,69,53,74,16,69,74,21,77,52,66,62,40,42,66,55,62,43,40,55,42,66,62,71,64,45,ST ,62,43,40,55,42,66,62,71,64,45,71
3687,22,72,78,1704,66,54,71,75,69,62,50,50,65,71,73,6,11,13,7,14,71,22,75,35,74,14,75,73,62,62,82,20,72,63,16,78,48,67,63,41,42,67,55,63,43,41,55,42,67,62,71,65,46,ST ,63,43,41,55,42,67,62,71,65,46,71
3688,23,72,77,1876,56,68,69,74,73,68,67,67,68,59,69,7,16,13,15,10,47,66,53,71,67,56,57,72,69,72,62,62,61,71,66,62,73,58,69,62,68,67,71,69,65,62,71,68,67,68,64,68,66,CDM CM ,69,65,62,71,68,67,68,64,68,66,64
3689,22,72,82,1794,56,65,61,49,78,66,62,64,73,43,64,3,5,3,3,5,60,60,58,73,74,55,58,60,65,78,72,65,53,67,69,71,72,50,69,64,68,66,71,69,64,64,71,68,66,67,62,66,65,CDM CM ,69,64,64,71,68,66,67,62,66,65,62
3690,32,72,72,1908,70,75,72,70,64,67,62,67,54,56,56,10,7,8,14,13,75,71,70,69,45,73,74,50,73,66,73,69,73,65,71,72,57,64,61,71,69,61,63,61,69,71,63,69,61,62,63,61,68,LB CB ,61,69,71,63,69,61,62,63,61,68,63
3691,30,72,72,1868,78,61,79,70,72,63,66,68,74,67,69,9,9,8,11,16,58,43,65,58,73,31,72,75,75,64,72,34,77,67,36,72,65,74,70,50,55,71,65,70,55,50,65,55,71,70,71,72,57,LW RW ,70,55,50,65,55,71,70,71,72,57,71
3692,20,72,86,1830,64,80,64,62,76,64,69,58,72,32,41,12,12,7,13,11,64,75,74,76,36,70,39,58,64,77,59,61,75,77,69,80,75,28,67,71,73,64,71,67,70,71,71,73,64,69,59,65,71,CDM CM ,67,70,71,71,73,64,69,59,65,71,59
3693,25,72,78,1753,70,80,71,73,69,65,43,42,57,26,36,7,8,16,11,8,53,70,67,65,60,77,39,64,72,66,63,66,53,90,73,64,61,33,62,69,71,60,66,62,67,69,66,71,60,61,56,58,67,CM CDM ,62,67,69,66,71,60,61,56,58,67,56
3694,33,72,72,1102,41,26,39,44,24,51,15,12,11,10,18,70,72,67,75,70,10,25,59,20,14,14,14,18,63,32,13,14,41,27,18,74,38,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3695,30,72,72,1842,63,65,60,69,70,72,63,64,66,43,50,11,10,7,8,13,64,72,71,73,56,68,63,62,73,73,69,69,44,82,71,64,64,42,65,68,71,63,69,65,68,68,69,71,63,65,61,63,69,CDM ,65,68,68,69,71,63,65,61,63,69,61
3696,24,72,78,1874,68,65,70,72,72,63,67,40,71,58,45,16,13,7,9,6,60,75,80,68,59,71,52,60,71,74,62,71,74,80,69,49,72,48,69,68,71,67,71,69,72,68,71,71,67,70,64,68,72,CDM CM ,69,72,68,71,71,67,70,64,68,72,64
3697,26,72,74,1570,53,66,40,53,61,55,43,27,47,30,41,10,16,14,7,12,77,69,67,57,33,66,45,38,66,64,52,65,55,58,73,91,44,30,51,71,65,50,56,51,63,71,56,65,50,52,52,49,61,CB ,51,63,71,56,65,50,52,52,49,61,52
3698,25,72,73,1821,77,50,88,80,73,70,71,76,74,65,71,6,14,12,11,14,52,23,58,67,70,35,68,69,72,72,72,31,76,68,28,46,70,62,72,42,52,71,66,72,52,42,66,52,71,72,67,72,56,RW LW ,72,52,42,66,52,71,72,67,72,56,67
3699,21,72,82,1069,27,27,34,33,22,32,21,19,23,13,15,75,70,62,72,71,15,14,57,28,16,15,22,9,65,25,22,20,26,25,18,67,27,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3700,33,72,72,1938,87,45,92,88,75,70,73,84,74,73,60,15,13,12,10,11,67,45,74,70,69,25,71,70,81,76,61,32,85,80,33,42,68,77,75,47,56,74,70,75,59,47,70,56,74,76,71,76,62,RM ST ,75,59,47,70,56,74,76,71,76,62,71
3701,27,72,72,1908,84,70,81,83,71,55,69,60,71,52,52,16,11,7,8,9,60,66,74,65,57,71,60,63,60,70,65,71,83,76,70,54,41,58,64,67,67,65,64,64,71,67,64,67,65,68,64,67,71,RM RB ,64,71,67,64,67,65,68,64,67,71,64
3702,22,72,82,1694,66,74,65,61,71,63,40,58,68,74,29,12,11,7,11,14,69,29,71,45,63,25,57,75,74,61,73,17,75,75,27,74,58,65,66,46,49,69,60,66,47,46,60,49,69,65,71,66,49,ST ,66,47,46,60,49,69,65,71,66,49,71
3703,21,72,80,1161,44,17,39,55,24,27,18,14,22,13,16,72,68,68,72,73,17,24,70,19,20,17,15,14,70,33,19,19,43,24,12,72,42,16,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3704,36,72,72,1922,38,72,53,69,73,79,69,72,66,65,75,13,7,13,10,15,64,73,72,77,71,67,75,61,68,78,76,61,35,67,68,55,78,66,69,67,71,66,73,69,65,67,73,71,66,66,64,65,66,CM CDM ,69,65,67,73,71,66,66,64,65,66,64
3705,28,72,72,1843,74,53,72,70,73,72,74,71,72,64,74,13,15,7,14,15,49,36,50,67,75,47,69,63,66,68,79,28,75,82,44,65,68,51,69,49,57,69,67,69,56,49,67,57,69,71,67,70,60,CAM LM RM ,69,56,49,67,57,69,71,67,70,60,67
3706,25,72,72,1744,81,53,63,68,74,64,72,68,75,72,71,16,14,12,7,7,61,34,74,55,61,23,55,76,72,62,62,13,83,55,17,71,53,64,68,42,47,71,60,68,48,42,60,47,71,70,71,72,52,RM ST ,68,48,42,60,47,71,70,71,72,52,71
3707,30,72,72,1779,67,69,70,66,68,69,57,51,65,73,49,14,8,13,12,6,71,25,74,44,61,29,83,74,74,65,75,31,77,65,32,66,69,76,68,48,50,70,61,68,50,48,61,50,70,67,71,68,52,ST ,68,50,48,61,50,70,67,71,68,52,71
3708,25,72,75,1946,76,46,72,67,74,66,76,73,74,67,77,9,10,7,6,9,63,57,64,72,73,66,72,68,64,68,74,67,74,66,69,62,67,57,70,64,66,70,69,70,68,64,69,66,70,71,69,71,68,RB LM RM ,70,68,64,69,66,70,71,69,71,68,69
3709,22,72,77,1604,78,26,84,83,80,66,66,62,80,53,61,6,12,10,7,9,20,21,48,64,52,24,56,65,65,72,50,24,73,64,20,46,69,54,71,33,47,68,64,71,47,33,64,47,68,71,59,71,52,CAM ,71,47,33,64,47,68,71,59,71,52,59
3710,28,72,74,1245,42,18,45,58,20,33,13,16,14,20,12,73,68,78,66,75,14,22,67,23,15,13,73,13,68,32,60,14,51,32,13,60,43,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3711,26,72,72,1948,78,69,79,80,70,62,71,68,71,59,56,9,12,16,15,13,52,67,66,59,74,66,59,62,74,66,80,73,80,76,69,54,49,56,66,66,67,67,65,66,71,66,65,67,67,68,66,69,71,RM RB ,66,71,66,65,67,67,68,66,69,71,66
3712,21,72,79,1705,91,37,88,92,77,60,65,79,80,71,67,11,6,16,12,16,28,16,59,53,73,13,57,67,65,73,72,20,83,40,17,36,58,67,72,31,42,72,61,72,44,31,61,42,72,71,67,74,49,LM RM ,72,44,31,61,42,72,71,67,74,49,67
3713,24,72,78,1923,70,70,74,68,70,64,63,59,64,58,54,13,14,12,14,8,56,71,69,70,74,69,44,63,74,75,78,63,73,80,68,73,57,55,67,68,71,67,69,67,69,68,69,71,67,68,67,67,70,CM CDM ,67,69,68,69,71,67,68,67,67,70,67
3714,21,72,78,1848,66,83,63,69,69,66,73,64,70,61,47,9,8,9,6,6,54,72,51,60,56,73,47,66,70,70,60,71,69,73,74,66,59,54,66,70,70,66,67,66,71,70,67,70,66,68,64,67,71,RB ,66,71,70,67,70,66,68,64,67,71,64
3715,35,72,72,1715,67,65,75,75,72,70,49,56,67,73,59,12,14,8,6,9,76,38,74,57,67,24,65,74,71,68,68,20,63,33,17,71,67,55,69,46,49,70,61,69,44,46,61,49,70,65,71,68,46,ST ,69,44,46,61,49,70,65,71,68,46,71
3716,26,72,73,1689,69,64,69,60,63,64,64,44,55,32,33,8,8,11,14,10,65,77,72,58,27,71,43,46,74,61,68,77,68,71,79,73,30,25,53,72,68,54,57,53,71,72,57,68,54,58,55,55,70,CB LB ,53,71,72,57,68,54,58,55,55,70,55
3717,28,72,74,1205,55,15,70,45,23,21,14,13,13,12,10,75+4,70,74,67,75,13,13,81+2,34,13,14,12,11,68,40,25,12,65,41,13,45,55,19,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3718,22,72,80,1816,83,68,84,85,71,72,73,48,72,32,41,7,11,11,16,12,52,64,83,58,39,66,47,52,68,70,53,70,79,85,67,60,48,41,62,66,67,61,63,62,71,66,63,67,61,67,56,64,72,LB ,62,71,66,63,67,61,67,56,64,72,56
3719,31,72,72,1909,72,80,73,76,68,66,60,57,72,41,56,11,15,9,6,14,61,70,80,71,68,72,35,60,69,71,71,65,71,81,71,75,70,38,67,70,71,65,70,67,69,70,70,71,65,67,62,66,70,CM CDM ,67,69,70,70,71,65,67,62,66,70,62
3720,27,72,74,1792,56,73,66,59,63,59,59,67,57,46,37,15,8,14,15,10,70,75,80,69,59,73,46,36,67,72,70,71,64,63,70,68,47,47,58,71,69,57,62,58,68,71,62,69,57,59,58,57,67,CDM CB ,58,68,71,62,69,57,59,58,57,67,58
3721,25,72,72,1762,82,40,88,87,72,70,66,40,75,70,65,8,7,15,7,9,65,37,66,44,65,41,65,74,77,62,72,26,81,63,26,45,54,68,68,45,49,71,60,68,53,45,60,49,71,69,71,72,56,ST ,68,53,45,60,49,71,69,71,72,56,71
3722,30,72,72,1653,68,43,72,59,72,73,45,55,59,71,55,5,14,11,5,10,73,15,90,35,50,11,73,73,69,55,75,11,75,79,14,93,49,69,62,40,41,66,54,62,42,40,54,41,66,62,71,63,45,ST ,62,42,40,54,41,66,62,71,63,45,71
3723,27,72,72,1941,89,66,81,84,68,68,67,66,67,32,54,12,10,13,7,14,52,70,86,64,48,67,54,63,72,67,70,68,88,85,68,67,60,62,65,67,68,64,66,65,71,67,66,68,64,68,61,66,72,RB ,65,71,67,66,68,64,68,61,66,72,61
3724,24,72,76,1748,84,74,69,58,69,66,51,54,68,71,47,9,8,8,10,12,65,30,80,45,56,15,65,72,80,66,67,14,81,84,21,75,70,70,69,44,50,71,63,69,49,44,63,50,71,69,71,70,52,ST ,69,49,44,63,50,71,69,71,70,52,71
3725,30,72,72,1706,68,58,64,76,65,64,57,33,59,27,22,6,15,8,13,10,76,68,80,61,34,76,44,53,73,63,47,79,68,70,77,77,58,21,58,73,69,57,62,58,71,73,62,69,57,60,55,58,69,CB RB ,58,71,73,62,69,57,60,55,58,69,55
3726,28,72,72,1840,69,74,75,66,73,72,65,68,74,69,70,15,14,8,8,15,66,21,85,55,67,16,68,73,73,60,74,31,76,65,29,79,69,70,69,46,49,71,62,69,49,46,62,49,71,69,71,70,52,LM ST ,69,49,46,62,49,71,69,71,70,52,71
3727,27,72,72,1895,85,69,82,82,64,73,73,65,66,30,34,11,15,6,11,12,57,73,82,67,49,60,53,65,71,65,60,69,86,81,71,70,61,50,64,68,68,62,65,64,71,68,65,68,62,67,59,65,72,LB ,64,71,68,65,68,62,67,59,65,72,59
3728,33,72,72,1426,34,80,33,33,46,65,30,19,38,26,55,15,6,9,7,15,72,69,66,61,44,74,25,33,54,51,79,68,37,37,79,91,24,16,40,71,62,41,47,40,56,71,47,62,41,39,48,38,53,CB ,40,56,71,47,62,41,39,48,38,53,48
3729,24,72,75,1876,62,86,83,84,66,67,45,56,57,45,45,12,10,7,10,15,68,80,93,68,49,66,48,48,69,67,67,74,60,83,69,70,65,49,61,72,71,59,66,61,68,72,66,71,59,60,59,58,67,CM CDM ,61,68,72,66,71,59,60,59,58,67,59
3730,29,72,72,1538,33,58,45,30,67,70,34,59,63,77,46,12,7,9,11,15,76,22,33,38,70,20,71,76,66,62,85,21,41,52,19,92,57,71,62,43,44,66,56,62,38,43,56,44,66,57,71,60,40,ST ,62,38,43,56,44,66,57,71,60,40,71
3731,20,72,82,1872,73,60,74,68,76,72,64,59,77,56,56,6,6,8,11,15,58,65,71,76,66,56,42,68,67,74,72,61,71,60,65,59,70,62,71,63,67,70,71,71,65,63,71,67,70,71,67,70,66,CM ,71,65,63,71,67,70,71,67,70,66,67
3732,25,72,72,1800,73,59,64,61,67,66,60,68,63,77,61,9,13,7,9,8,70,51,75,51,72,30,76,75,63,65,76,28,71,66,38,59,61,74,66,50,53,69,62,66,53,50,62,53,69,66,71,67,55,ST ,66,53,50,62,53,69,66,71,67,55,71
3733,30,72,72,1823,86,67,84,71,66,71,59,64,65,70-1,45,8,9,13,6,7,65,34,73,44,67,34,65,77,79,66,71,23,86,85,36,60,71,67,70,49,53,72,64,70,55,49,64,53,72,70,71,71,57,RM ST ,70,55,49,64,53,72,70,71,71,57,71
3734,27,72,72,1868,65,73,55,53,66,65,72,58,64,54,57,13,11,8,9,10,73,71,62,67,65,70,54,54,67,69,69,72,65,78,71,81,59,53,63,71,70,63,66,63,70,71,66,70,63,65,64,63,70,LB CB ,63,70,71,66,70,63,65,64,63,70,64
3735,22,72,78,1789,87,51,80,63,73,67,67,61,74-1,66,55,7,8,8,7,15,70,31,82,62+2,56,24-Jul,72,73,64,70+1,67,32-4,82,63+2,40,65,59,55,69,48,52,70,63,69,54,48,63,52,70,71,70,71,56,LM RM ,69,54,48,63,52,70,71,70,71,56,70
3736,22,72,77,1762,89,30,80,76,72,51,75,65,77,52,69,7,13,15,16,13,54,31,67,69,63,26,61,63,60,70,70,24,87,69,25,65,66,43,69,41,50,68,64,69,52,41,64,50,68,71,65,71,56,RW LM ,69,52,41,64,50,68,71,65,71,56,65
3737,24,72,75,1334,50,72,34,49,55,65,25,15,43,11,20,9,8,9,14,11,76,76,62,53,19,74,23,15,68,54,38,73,52,48,75,69,21,13,40,71,63,39,47,40,62,71,47,63,39,42,41,39,58,CB ,40,62,71,47,63,39,42,41,39,58,41
3738,29,72,72,1900,73,75,72,67,73,69,75,74,76,66,73,13,16,13,7,9,61,40,60,63,75,37,70,72,67,67,79,35,74,64,33,84,69,68,71,52,56,71,66,71,55,52,66,56,71,71,71,72,58,LM ,71,55,52,66,56,71,71,71,72,58,71
3739,28,72,72,1906,68,84,59,62,65,75,50,47,63,63,47,9,13,16,9,7,71,75,77,61,65,70,54,65,73,67,60,69,76,82,75,81,63,60,65,74,71,66,67,65,70,74,67,71,66,65,67,64,69,CDM ,65,70,74,67,71,66,65,67,64,69,67
3740,24,72,76,1880,83,65,71,70,71,69,59,53,62,49,55,6,6,6,16,9,58,80,87,71,62,67,51,62,71,73,71,65,65,67,71,59,68,51,67,69,71,66,69,67,69,69,69,71,66,67,63,66,69,CDM ,67,69,69,69,71,66,67,63,66,69,63
3741,24,72,79,1959,71,57,80,74,72,72,62,58,74,64,56,11,8,16,16,15,57,70,73,71,69,72,54,64,72,74,69,66,77,76,70,77,69,45,71,69,71,70,71,71,70,69,71,71,70,71,68,70,71,CM CDM ,71,70,69,71,71,70,71,68,70,71,68
3742,23,72,79,1901,81,66,74,80,71,61,72,73,72,52,39,14,11,11,10,10,52,70,67,66,65,66,49,59,65,70,68,74,78,67,73,66,63,47,67,68,69,66,67,67,71,68,67,69,66,69,63,68,71,RWB RB ,67,71,68,67,69,66,69,63,68,71,63
3743,19,72,85,1842,89,62,84,85,76,61,73,70,73,53,34,10,7,14,12,15,67,62,58,61,52,69,37,64,59,68,57,71,84,67,73,55,60,21,67,67,66,67,66,67,71,67,66,66,67,70,64,70,71,RM RWB RB ,67,71,67,66,66,67,70,64,70,71,64
3744,21,72,82,1803,76,40,90,79,73,67,72,60,75,61,69,10,14,6,10,16,49,24,71,70,68,47,70+3,61,64,74,57,50,74,59,46,56,72,40,71,49,55,68,66,71,56,49,66,55,68,70,63,71,59,CAM ,71,56,49,66,55,68,70,63,71,59,63
3745,29,72,72,1727,82,33,71,71,75,66,55,63,73,66,64,7,13,9,16,10,75,44,72,61,56,12,65,72,77,65,61,13,82,62,12,73,55,62,68,42,48,70,62,68,48,42,62,48,70,69,71,70,51,CAM CF ST ,68,48,42,62,48,70,69,71,70,51,71
3746,25,72,75,2004,75,78,82,88,73,75,67,68,71,59,70,9,14,13,6,9,59,68,69,69,70,63,67,71,75,71,72,62,77,82,71,63,70,43,71,67,70,71,71,71,70,67,71,70,71,71,68,71,71,RW CAM CM ,71,70,67,71,70,71,71,68,71,71,68
3747,25,72,72,1748,70,49,63,65,77,71,60,65,68,75,58,13,13,14,13,18,69,22,70,61,76,23,67,69,77,65,73,20,68,65,23,53,50,76,68,41,48,70,62,68,48,41,62,48,70,68,71,69,50,ST ,68,48,41,62,48,70,68,71,69,50,71
3748,30,72,72,1833,66,71,71,62,64,69,70,63,65,27,40,12,7,15,7,13,73,71,75,61,50,71,55,59,70,65,66,75,73,78,73,79,39,47,58,72,68,58,61,58,71,72,61,68,58,62,59,60,71,RB ,58,71,72,61,68,58,62,59,60,71,59
3749,26,72,77,1162,25,31,61,44,25,38,21,14,12,13,14,74,69,68,69,76,20,20,55,23,15,12,14,11,68,34,23,11,30,34,20,76,67,13,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3750,22,72,80,1692,43,58,66,34,80,69,42,70,76,76,74,11,15,9,14,10,74,11,54,66,50,18,80,65,60,72,72,14,67,65,24,90,72,60,70,43,49,70,65,70,42,43,65,49,70,67,71,67,45,ST ,70,42,43,65,49,70,67,71,67,45,71
3751,33,72,72,1995,68,83,63,67,69,74,68,65,70,65,62,15,8,9,9,8,67,76,78,75,67,68,56,59,75,75,74,73,66,78,66,77,70,66,69,72,73,68,71,69,71,72,71,73,68,70,68,68,72,CM ,69,71,72,71,73,68,70,68,68,72,68
3752,28,72,72,1805,84,55,78,74,74,72,66,59,74,72,54,7,13,9,12,14,58,37,61,64,77,26,67,72,65,66,77,28,84,56,29,60,63,70,71,45,51,72,64,71,51,45,64,51,72,71,71,72,54,LM LW ,71,51,45,64,51,72,71,71,72,54,71
3753,27,72,73,1901,66,56,69,67,74,68,75,72,67,58,71,10,8,10,6,6,52,65,59,72,76,59,69,57,71,73,75,62,64,77,64,58,76,57,70,62,68,68,71,70,67,62,71,68,68,69,64,68,69,CAM CDM CM ,70,67,62,71,68,68,69,64,68,69,64
3754,30,72,72,1724,64,56,74,65,74,74,55,36,64,72,31,13,10,13,16,9,79,36,81,60,64,23,73,71,70,62,77,14,68,64,22,77,65,66,67,46,50,69,62,67,47,46,62,50,69,66,71,67,49,ST ,67,47,46,62,50,69,66,71,67,49,71
3755,31,72,72,1795,35,89,55,53,69,68,59,50,57,38,46,8,12,7,13,16,78,73,80,66,60,67,48,50,70,75,59,71,64,75,69,85,54,44,60,74,71,58,65,60,68,74,65,71,58,60,59,58,68,CM CDM ,60,68,74,65,71,58,60,59,58,68,59
3756,28,72,72,1551,65,80,61,71,42,66,49,13,30,40,36,9,15,14,9,10,72,72,76,36,27,70,52,25,66,54,40,70,68,71,71,83,31,23,42,71,61,43,46,42,65,71,46,61,43,46,47,44,62,CB ,42,65,71,46,61,43,46,47,44,62,47
3757,29,72,72,1086,35,41,33,41,21,62,9,9,8,9,12,71,63,77,74,75,9,21,66,22,12,8,21,11,67,23,21,7,31,34,8,79,60,8,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
3758,32,72,72,1620,68,69,64,62,57,75,35,47,39,24,34,5,5,13,15,10,68,72,79,56,40,73,45,35,62,56,66,70,68,66,74,80,39,24,48,71,65,48,53,48,65,71,53,65,48,49,50,47,62,CB ,48,65,71,53,65,48,49,50,47,62,50
3759,30,72,72,1680,53,78-3,58-4,55,63,74-5,31,43,45,42,40,8,9,12,12,14,75,72,76-5,70,56,71,71,33,62,69,44,70+2,60,72,71+2,74,44,27,54,71,69,52,60,54,65,71,60,69,52,53,53,50,62,CDM CB ,54,65,71,60,69,52,53,53,50,62,53
3760,33,72,72,1915,72,70,70,59,69,77,70,67,65,45,53,15,9,9,8,10,66,71,70,69,68,69,59,66,71,71,70,72,75,73,73,71,50,60,65,71,70,65,67,65,71,71,67,70,65,67,64,66,71,RB CB LB ,65,71,71,67,70,65,67,64,66,71,64
3761,37,72,72,1974,35,68,64,61,73,79,78,82,69,67,86,15,9,15,14,7,60,68,68,74,71,65,82,70,75,75,75,66,36,62,68,75,77,64,70,68,70,68,72,70,65,68,72,70,68,68,67,67,67,CM CAM CDM ,70,65,68,72,70,68,68,67,67,67,67
3762,35,72,72,1895,59,64,66,66,76,67,77,76,71,65,75,7,10,15,9,7,49,64,66,73,73,59,63,64,66,75,68,58,52,61,55,69,75,62,71,61,66,68,71,71,63,61,71,66,68,69,65,69,65,CM CAM ,71,63,61,71,66,68,69,65,69,65,65
3763,22,72,79,1803,69,85,71,85,70,65,43,48,60,41,47,9,10,12,12,11,58,69,69,68,42,68,49,55,68,74+3,61,70,62,78,73,71,58,37,62,70,71,60,66,62,67,70,66,71,60,62,58,60,67,CM CDM ,62,67,70,66,71,60,62,58,60,67,58
3764,22,72,79,1911,78,64,86,78,78,65,68,60,80,68,48,8,11,13,8,14,45,55,64,67,53,63,62,69,72,74,60,68,78,74,66,54,68,57,73,62,67,72,71,73,68,62,71,67,72,74,67,73,70,CAM LM CM ,73,68,62,71,67,72,74,67,73,70,67
3765,23,72,75,1972,77,81,76,88,73,67,60,66,67,60,68,7,16,15,8,12,46,73,45,71,71,70,63,63,70,73,71,64,74,86,73,56,66,63,69,67,72,68,71,69,70,67,71,72,68,69,65,68,71,CDM CM ,69,70,67,71,72,68,69,65,68,71,65
